GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code
652,Syria,1832,1840,Occupied by,651
652,Syria,1840,1918,Part of,640
652,Syria,1918,1920,Occupied by,200
652,Syria,1920,1923,Occupied by,220
652,Syria,1923,1946,Mandated to,220
652,Syria,1958,1961,Part of,651
652,Syria,1946,1958,Sovereign,
652,Syria,1961,2022,Sovereign,
660,Lebanon,1816,1918,Part of,640
660,Lebanon,1918,1923,Occupied by,220
660,Lebanon,1923,1946,Mandated to,220
660,Lebanon,1976,1990,Occupied by,652
660,Lebanon,1946,2022,Sovereign,
663,Jordan (Transjordan),1816,1918,Part of,640
663,Jordan (Transjordan),1918,1923,Occupied by,200
663,Jordan (Transjordan),1923,1946,Mandated to,200
663,Jordan (Transjordan),1946,2022,Sovereign,
665,Palestine,1816,1918,Part of,640
665,Palestine,1918,1923,Occupied by,200
665,Palestine,1923,1948,Mandated to,200
665,Palestine,1948,1948,Dissolved into,666
665,Palestine,1949,1967,Occupied by,651
665,Palestine,1949,1967,Part of,663
665,Palestine,1967,2022,Occupied by,666
665,Palestine,1988,2012,Sovereign (unrecognized),
665,Palestine,2012,2022,Sovereign,
666,Israel,1948,2022,Sovereign,
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1816,1818,Sovereign (unrecognized),
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1818,1824,Occupied by,651
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1824,1838,Sovereign (unrecognized),
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1838,1843,Occupied by,651
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1843,1891,Sovereign (unrecognized),
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1891,1902,Occupied by,674
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1902,1927,Sovereign (unrecognized),
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),1927,2022,Sovereign,
671,Hejaz Sultanate,1816,1818,Unknown,
671,Hejaz Sultanate,1818,1841,Part of,651
671,Hejaz Sultanate,1841,1916,Part of,640
671,Hejaz Sultanate,1916,1925,Sovereign (unrecognized),
671,Hejaz Sultanate,1925,2022,Part of,670
672,Asir,1816,1818,Vassal of,670
672,Asir,1818,1840,Occupied by,651
672,Asir,1840,1871,Sovereign (unrecognized),
672,Asir,1871,1914,Occupied by,640
672,Asir,1914,1926,Sovereign (unrecognized),
672,Asir,1926,1934,Protectorate of,670
672,Asir,1934,2022,Part of,670
673,Al Hasa,1816,1818,Part of,670
673,Al Hasa,1818,1830,Part of,640
673,Al Hasa,1830,1871,Part of,670
673,Al Hasa,1871,1913,Occupied by,640
673,Al Hasa,1913,2022,Part of,670
674,Jabal Shammar,1836,1921,Vassal of,640
674,Jabal Shammar,1921,2022,Part of,670
678,Yemen Arab Republic (North Yemen) (Kingdom of Yemen),1816,1871,Sovereign (unrecognized),
678,Yemen Arab Republic (North Yemen) (Kingdom of Yemen),1871,1918,Part of,640
678,Yemen Arab Republic (North Yemen) (Kingdom of Yemen),1918,1990,Sovereign,
678,Yemen Arab Republic (North Yemen) (Kingdom of Yemen),1990,1990,Dissolved into,679
679,Yemen,1990,2022,Sovereign,
680,Yemen People's Republic (South Yemen),1967,1990,Sovereign,
680,Yemen People's Republic (South Yemen),1990,1990,Dissolved into,679
681,Aden,1816,1839,Part of,6821
681,Aden,1937,1963,Colony of,200
681,Aden,1963,1967,Part of,6801
681,Aden,1967,1990,Part of,680
681,Aden,1990,2022,Part of,679
682,Aden Protectorate,1872,1937,Protectorate of,200
682,Aden Protectorate,1937,1937,Dissolved into,6811
682,Aden Protectorate,1937,1937,Dissolved into,6812
690,Kuwait,1816,1899,Sovereign (unrecognized),
690,Kuwait,1899,1961,Protectorate of,200
690,Kuwait,1990,1991,Occupied by,645
690,Kuwait,1961,2022,Sovereign,
692,Bahrain,1816,1820,Part of,698
692,Bahrain,1820,1971,Protectorate of,200
692,Bahrain,1971,2022,Sovereign,
694,Qatar,1816,1871,Dependency of,692
694,Qatar,1871,1913,Vassal of,640
694,Qatar,1913,1916,Occupied by,640
694,Qatar,1916,1971,Protectorate of,200
694,Qatar,1971,2022,Sovereign,
696,United Arab Emirates (Trucial Oman),1816,1892,Sovereign (unrecognized),
696,United Arab Emirates (Trucial Oman),1892,1971,Protectorate of,200
696,United Arab Emirates (Trucial Oman),1971,2022,Sovereign,
698,Oman (Sultanate of Muscat and Oman),1816,1971,Sovereign (unrecognized),
698,Oman (Sultanate of Muscat and Oman),1971,2022,Sovereign,
700,Afghanistan,1816,1879,Sovereign (unrecognized),
700,Afghanistan,1855,1895,Occupied by,365
700,Afghanistan,1879,1919,Protectorate of,200
700,Afghanistan,1979,1989,Occupied by,365
700,Afghanistan,1919,2022,Sovereign,
701,Turkmenistan,1816,1881,Part of,7020
701,Turkmenistan,1816,1881,Part of,7030
701,Turkmenistan,1881,1991,Part of,365
701,Turkmenistan,1991,2022,Sovereign,
702,Tajikistan,1816,1868,Part of,7010
702,Tajikistan,1816,1868,Part of,7020
702,Tajikistan,1868,1991,Part of,365
702,Tajikistan,1991,2022,Sovereign,
703,Kyrgyzstan,1816,1876,Part of,7010
703,Kyrgyzstan,1876,1991,Part of,365
703,Kyrgyzstan,1991,2022,Sovereign,
704,Uzbekistan,1816,1920,Part of,7010
704,Uzbekistan,1816,1920,Part of,7020
704,Uzbekistan,1816,1920,Part of,7030
704,Uzbekistan,1920,1991,Part of,365
704,Uzbekistan,1991,2022,Sovereign,
705,Kazakhstan,1816,1848,Protectorate of,365
705,Kazakhstan,1848,1991,Part of,365
705,Kazakhstan,1991,2022,Sovereign,
710,People's Republic of China (China),1816,1860,Sovereign (unrecognized),
710,People's Republic of China (China),1860,2022,Sovereign,
710,People's Republic of China (China),1937,1945,Occupied by,740
711,Manchukuo,1932,1945,Occupied by,740
711,Manchukuo,1945,2022,Part of,710
712,Mongolia,1816,1911,Part of,710
712,Mongolia,1911,1919,Sovereign (unrecognized),
712,Mongolia,1919,1921,Occupied by,710
712,Mongolia,1921,1924,Occupied by,365
712,Mongolia,1921,2022,Sovereign,
713,Republic of China (Taiwan) (Formosa),1816,1895,Part of,710
713,Republic of China (Taiwan) (Formosa),1895,1945,Colony of,740
713,Republic of China (Taiwan) (Formosa),1945,1971,Sovereign,
713,Republic of China (Taiwan) (Formosa),1971,2022,Sovereign (unrecognized),
720,Hong Kong,1816,1839,Part of,710
720,Hong Kong,1839,1841,Occupied by,200
720,Hong Kong,1841,1942,Colony of,200
720,Hong Kong,1942,1945,Occupied by,740
720,Hong Kong,1945,1997,Colony of,200
720,Hong Kong,1997,2022,Dependency of,710
721,Macao,1816,1999,Colony of,235
721,Macao,1999,2022,Dependency of,710
730,Korea (Chosen),1816,1897,Sovereign (unrecognized),
730,Korea (Chosen),1897,1905,Sovereign,
730,Korea (Chosen),1905,1907,Occupied by,740
730,Korea (Chosen),1907,1910,Protectorate of,740
730,Korea (Chosen),1910,1945,Colony of,740
730,Korea (Chosen),1945,1948,Occupied by,365
730,Korea (Chosen),1948,1948,Dissolved into,731
730,Korea (Chosen),1948,1948,Dissolved into,732
731,North Korea (Democratic People's Republic of Korea),1945,1948,Occupied by,365
731,North Korea (Democratic People's Republic of Korea),1948,2022,Sovereign,
732,South Korea (Republic of South Korea),1945,1948,Occupied by,2
732,South Korea (Republic of South Korea),1948,2022,Sovereign,
735,Far Eastern Republic,1816,1920,Part of,365
735,Far Eastern Republic,1920,1922,Sovereign (unrecognized),
735,Far Eastern Republic,1922,2022,Part of,365
740,Japan,1816,1860,Sovereign (unrecognized),
740,Japan,1860,1945,Sovereign,
740,Japan,1945,1952,Occupied by,2
740,Japan,1952,2022,Sovereign,
741,Ryukyu Is.,1816,1879,Protectorate of,740
741,Ryukyu Is.,1879,1945,Part of,740
741,Ryukyu Is.,1945,1951,Occupied by,2
741,Ryukyu Is.,1951,1972,Colony of,2
741,Ryukyu Is.,1972,2022,Part of,740
750,India,1816,1947,Colony of,200
750,India,1947,2022,Sovereign,
751,French India,1816,1816,Occupied by,200
751,French India,1816,1954,Colony of,220
751,French India,1954,2022,Part of,750
752,Portuguese India,1816,1961,Colony of,235
752,Portuguese India,1961,1962,Occupied by,750
752,Portuguese India,1962,1962,Dissolved into,7591
752,Portuguese India,1962,1962,Dissolved into,7592
752,Portuguese India,1962,1962,Dissolved into,7593
752,Portuguese India,1962,1962,Dissolved into,7594
752,Portuguese India,1962,1962,Dissolved into,7595
760,Bhutan,1816,1865,Part of,7910
760,Bhutan,1865,1949,Protectorate of,200
760,Bhutan,1949,1971,Protectorate of,750
760,Bhutan,1971,2022,Sovereign,
761,Sikkim,1816,1861,Part of,7910
761,Sikkim,1861,1949,Protectorate of,200
761,Sikkim,1949,1975,Protectorate of,750
761,Sikkim,1975,2022,Part of,750
770,Pakistan,1849,1947,Part of,750
770,Pakistan,1947,2022,Sovereign,
771,Bangladesh,1947,1971,Part of,770
771,Bangladesh,1971,2022,Sovereign,
775,Myanmar (Burma),1816,1886,Sovereign (unrecognized),
775,Myanmar (Burma),1886,1937,Part of,750
775,Myanmar (Burma),1937,1942,Colony of,200
775,Myanmar (Burma),1942,1945,Occupied by,740
775,Myanmar (Burma),1945,1948,Colony of,200
775,Myanmar (Burma),1948,2022,Sovereign,
780,Sri Lanka (Ceylon),1816,1948,Colony of,200
780,Sri Lanka (Ceylon),1948,2022,Sovereign,
781,Maldive Islands,1816,1887,Protectorate of,200
781,Maldive Islands,1887,1965,Protectorate of,200
781,Maldive Islands,1965,2022,Sovereign,
790,Nepal,1816,1923,Protectorate of,200
790,Nepal,1923,2022,Sovereign,
800,Thailand (Siam),1816,1887,Sovereign (unrecognized),
800,Thailand (Siam),1887,2022,Sovereign,
800,Thailand (Siam),1941,1945,Occupied by,740
810,French Indochina,1887,1941,Colony of,220
810,French Indochina,1941,1945,Occupied by,740
810,French Indochina,1945,1946,Occupied by,220
810,French Indochina,1946,1954,Colony of,220
810,French Indochina,1945,1945,Dissolved into,7110
810,French Indochina,1949,1949,Dissolved into,815
810,French Indochina,1954,1954,Dissolved into,812
810,French Indochina,1953,1953,Dissolved into,811
811,Cambodia (Kampuchea),1816,1833,Vassal of,800
811,Cambodia (Kampuchea),1816,1833,Vassal of,815
811,Cambodia (Kampuchea),1833,1863,Occupied by,815
811,Cambodia (Kampuchea),1863,1953,Protectorate of,220
811,Cambodia (Kampuchea),1887,1953,Part of,810
811,Cambodia (Kampuchea),1941,1945,Occupied by,740
811,Cambodia (Kampuchea),1945,1945,Sovereign (unrecognized),
811,Cambodia (Kampuchea),1979,1989,Occupied by,816
811,Cambodia (Kampuchea),1953,2022,Sovereign,
812,Laos,1816,1893,Part of,800
812,Laos,1893,1953,Protectorate of,220
812,Laos,1893,1954,Part of,810
812,Laos,1945,1945,Occupied by,740
812,Laos,1954,2022,Sovereign,
812,Laos,1975,1989,Occupied by,815
815,Vietnam,1816,1887,Sovereign (unrecognized),
815,Vietnam,1887,1887,Dissolved into,810
815,Vietnam,1945,1946,Occupied by,710
815,Vietnam,1946,1949,Colony of,220
815,Vietnam,1949,1955,Associated state of,220
815,Vietnam,1954,1954,Dissolved into,816
815,Vietnam,1955,1955,Dissolved into,817
815,Vietnam,1975,2022,Sovereign,
816,"Vietnam, Democratic Rep.",1945,1954,Colony of,220
816,"Vietnam, Democratic Rep.",1954,1975,Sovereign,
816,"Vietnam, Democratic Rep.",1975,1975,Dissolved into,815
817,Republic of Vietnam,1955,1975,Sovereign,
817,Republic of Vietnam,1975,1975,Dissolved into,815
820,Malaysia (British Malaya),1826,1946,Informal,
820,Malaysia (British Malaya),1946,1948,Colony of,200
820,Malaysia (British Malaya),1948,1957,Colony of,200
820,Malaysia (British Malaya),1957,2022,Sovereign,
821,Federated Malay States,1896,1942,Colony of,200
821,Federated Malay States,1942,1945,Occupied by,740
821,Federated Malay States,1945,1946,Colony of,200
821,Federated Malay States,1946,1946,Dissolved into,820
823,Sabah (North Borneo),1816,1878,Part of,8401
823,Sabah (North Borneo),1816,1878,Part of,835
823,Sabah (North Borneo),1878,1888,Leased to,200
823,Sabah (North Borneo),1888,1942,Protectorate of,200
823,Sabah (North Borneo),1942,1945,Occupied by,740
823,Sabah (North Borneo),1945,1963,Colony of,200
823,Sabah (North Borneo),1963,2022,Part of,820
823,Sabah (North Borneo),1963,2022,Claimed by,840
824,Sarawak,1816,1841,Part of,835
824,Sarawak,1841,1888,Sovereign (unrecognized),
824,Sarawak,1888,1941,Protectorate of,200
824,Sarawak,1941,1945,Occupied by,740
824,Sarawak,1945,1963,Colony of,200
824,Sarawak,1963,2022,Part of,820
827,Straits Settlements,1826,1942,Colony of,200
827,Straits Settlements,1942,1945,Occupied by,740
827,Straits Settlements,1945,1946,Colony of,200
827,Straits Settlements,1946,1946,Dissolved into,820
827,Straits Settlements,1946,1946,Dissolved into,823
827,Straits Settlements,1946,1946,Dissolved into,830
830,Singapore,1816,1824,Part of,8221
830,Singapore,1824,1826,Colony of,200
830,Singapore,1826,1946,Part of,827
830,Singapore,1946,1963,Colony of,200
830,Singapore,1963,1965,Part of,820
830,Singapore,1965,2022,Sovereign,
835,Brunei,1816,1888,Sovereign (unrecognized),
835,Brunei,1888,1941,Protectorate of,200
835,Brunei,1941,1945,Occupied by,740
835,Brunei,1945,1983,Protectorate of,200
835,Brunei,1984,2022,Sovereign,
840,Philippines,1816,1821,Part of,1070
840,Philippines,1821,1898,Colony of,230
840,Philippines,1898,1942,Colony of,2
840,Philippines,1942,1945,Occupied by,740
840,Philippines,1945,1946,Colony of,2
840,Philippines,1946,2022,Sovereign,
850,Indonesia (Dutch East Indies),1816,1816,Occupied by,200
850,Indonesia (Dutch East Indies),1816,1942,Colony of,210
850,Indonesia (Dutch East Indies),1942,1945,Occupied by,740
850,Indonesia (Dutch East Indies),1945,1949,Sovereign (unrecognized),
850,Indonesia (Dutch East Indies),1949,2022,Sovereign,
851,West Irian (Dutch New Guinea),1816,1828,Part of,9100
851,West Irian (Dutch New Guinea),1828,1942,Part of,850
851,West Irian (Dutch New Guinea),1942,1945,Occupied by,740
851,West Irian (Dutch New Guinea),1945,1949,Part of,850
851,West Irian (Dutch New Guinea),1949,1962,Colony of,210
851,West Irian (Dutch New Guinea),1962,1963,Protectorate of,1
851,West Irian (Dutch New Guinea),1963,1969,Occupied by,850
851,West Irian (Dutch New Guinea),1969,2022,Dependency of,850
860,East Timor (Portuguese Timor),1816,1942,Colony of,235
860,East Timor (Portuguese Timor),1942,1945,Occupied by,740
860,East Timor (Portuguese Timor),1945,1975,Colony of,235
860,East Timor (Portuguese Timor),1975,1976,Occupied by,850
860,East Timor (Portuguese Timor),1976,2002,Part of,850
860,East Timor (Portuguese Timor),2002,2022,Sovereign,
900,Australia,1816,1901,Informal,
900,Australia,1901,1919,Colony of,200
900,Australia,1920,2022,Sovereign,
901,New South Wales,1816,1901,Colony of,200
901,New South Wales,1901,2022,Part of,900
902,Western Australia,1816,1829,Discovered,
902,Western Australia,1829,1901,Colony of,200
902,Western Australia,1901,2022,Part of,900
903,South Australia,1816,1836,Part of,901
903,South Australia,1836,1901,Colony of,200
903,South Australia,1901,2022,Part of,900
904,Victoria,1816,1851,Part of,901
904,Victoria,1851,1901,Colony of,200
904,Victoria,1901,2022,Part of,900
905,Queensland,1816,1859,Part of,901
905,Queensland,1859,1901,Colony of,200
905,Queensland,1901,2022,Part of,900
906,Tasmania,1816,1825,Part of,901
906,Tasmania,1825,1901,Colony of,200
906,Tasmania,1901,2022,Part of,900
910,Papua New Guinea,1949,1975,Part of,911
910,Papua New Guinea,1949,1975,Part of,912
910,Papua New Guinea,1975,2022,Sovereign,
911,Papua (British New Guinea),1816,1883,Part of,9100
911,Papua (British New Guinea),1883,1884,Part of,905
911,Papua (British New Guinea),1884,1888,Protectorate of,200
911,Papua (British New Guinea),1888,1902,Colony of,200
911,Papua (British New Guinea),1902,1975,Dependency of,900
911,Papua (British New Guinea),1975,1975,Dissolved into,910
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1816,1884,Part of,9100
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1884,1914,Colony of,255
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1914,1920,Occupied by,900
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1919,1919,Dissolved into,980
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1920,1975,Mandated to,900
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1975,1975,Dissolved into,910
920,New Zealand,1816,1840,Part of,901
920,New Zealand,1840,1920,Colony of,200
920,New Zealand,1920,2022,Sovereign,
925,Cook Is.,1816,1888,Discovered,
925,Cook Is.,1888,1901,Protectorate of,200
925,Cook Is.,1901,1965,Colony of,920
925,Cook Is.,1965,2022,Associated state of,920
930,New Caledonia and Dependencies,1816,1853,Sovereign (unrecognized),
930,New Caledonia and Dependencies,1853,1946,Colony of,220
930,New Caledonia and Dependencies,1946,1986,Dependency of,220
930,New Caledonia and Dependencies,1986,2022,Colony of,220
935,Vanuatu (New Hebrides),1816,1906,Discovered,
935,Vanuatu (New Hebrides),1906,1980,Colony of,200
935,Vanuatu (New Hebrides),1906,1980,Colony of,220
935,Vanuatu (New Hebrides),1981,2022,Sovereign,
940,Solomon Islands (British Solomon Islands Protectorate),1816,1893,Discovered,
940,Solomon Islands (British Solomon Islands Protectorate),1893,1978,Protectorate of,200
940,Solomon Islands (British Solomon Islands Protectorate),1942,1945,Occupied by,740
940,Solomon Islands (British Solomon Islands Protectorate),1978,2022,Sovereign,
945,Gilbert and Ellice Is.,1892,1916,Protectorate of,200
945,Gilbert and Ellice Is.,1916,1975,Colony of,200
945,Gilbert and Ellice Is.,1975,1975,Dissolved into,946
945,Gilbert and Ellice Is.,1975,1975,Dissolved into,947
946,Kiribati,1816,1892,Discovered,
946,Kiribati,1892,1975,Part of,945
946,Kiribati,1975,1999,Colony of,200
946,Kiribati,1999,2022,Sovereign,
947,Tuvalu,1816,1892,Discovered,
947,Tuvalu,1892,1975,Part of,945
947,Tuvalu,1975,2000,Colony of,200
947,Tuvalu,2000,2022,Sovereign,
950,Fiji,1816,1871,Discovered,
950,Fiji,1871,1874,Sovereign (unrecognized),
950,Fiji,1874,1970,Colony of,200
950,Fiji,1970,2022,Sovereign,
955,Tonga (Haʻapai),1820,1900,Sovereign (unrecognized),
955,Tonga (Haʻapai),1900,1970,Protectorate of,200
955,Tonga (Haʻapai),1970,1999,Sovereign (unrecognized),
955,Tonga (Haʻapai),1999,2022,Sovereign,
960,French Polynesia,1816,1842,Sovereign (unrecognized),
960,French Polynesia,1842,1903,Protectorate of,220
960,French Polynesia,1903,2022,Colony of,220
970,Nauru,1816,1888,Sovereign (unrecognized),
970,Nauru,1888,1914,Colony of,255
970,Nauru,1914,1919,Occupied by,900
970,Nauru,1919,1942,Mandated to,900
970,Nauru,1942,1945,Occupied by,740
970,Nauru,1945,1968,Mandated to,900
970,Nauru,1968,1999,Sovereign (unrecognized),
970,Nauru,1999,2022,Sovereign,
980,U. S. Pacific Trust Territories (South Seas Mandate),1919,1947,Mandated to,740
980,U. S. Pacific Trust Territories (South Seas Mandate),1947,1994,Mandated to,2
983,Marshall Is.,1816,1885,Discovered,
983,Marshall Is.,1885,1914,Protectorate of,255
983,Marshall Is.,1914,1920,Occupied by,740
983,Marshall Is.,1920,1945,Mandated to,740
983,Marshall Is.,1945,1947,Occupied by,2
983,Marshall Is.,1947,1979,Part of,980
983,Marshall Is.,1979,1991,Sovereign (unrecognized),
983,Marshall Is.,1991,2022,Sovereign,
984,Northern Marianas Is.,1816,1898,Part of,9820
984,Northern Marianas Is.,1898,1919,Part of,912
984,Northern Marianas Is.,1919,1945,Mandated to,740
984,Northern Marianas Is.,1945,1947,Occupied by,2
984,Northern Marianas Is.,1947,1986,Part of,980
984,Northern Marianas Is.,1986,2022,Dependency of,2
985,Guam,1816,1898,Part of,9820
985,Guam,1898,1941,Colony of,2
985,Guam,1941,1944,Occupied by,740
985,Guam,1944,2022,Colony of,2
986,Palau,1816,1947,Part of,9810
986,Palau,1947,1994,Part of,980
986,Palau,1994,2022,Sovereign,
987,Federated States of Micronesia,1816,1947,Part of,9810
987,Federated States of Micronesia,1947,1986,Part of,980
987,Federated States of Micronesia,1986,1991,Dependency of,2
987,Federated States of Micronesia,1991,2022,Sovereign,
990,Samoa (Western Samoa) (German Samoa),1900,1914,Colony of,255
990,Samoa (Western Samoa) (German Samoa),1914,1920,Occupied by,920
990,Samoa (Western Samoa) (German Samoa),1920,1962,Mandated to,920
990,Samoa (Western Samoa) (German Samoa),1962,1976,Sovereign (unrecognized),
990,Samoa (Western Samoa) (German Samoa),1976,2022,Sovereign,
991,American Samoa,1900,2022,Colony of,2
1001,States of America,1861,1877,Occupied by,2
1001,States of America,1877,1877,Dissolved into,2
1002,Confederate States of America,1861,1865,Sovereign (limited),
1002,Confederate States of America,1865,1877,Occupied by,2
1002,Confederate States of America,1877,1877,Dissolved into,2
1003,Attu and Kiska,1816,1942,Part of,3
1003,Attu and Kiska,1942,1943,Occupied by,740
1003,Attu and Kiska,1943,2022,Part of,3
1004,North Carolina,1816,1861,Part of,2
1004,North Carolina,1861,1865,Part of,1002
1004,North Carolina,1865,2022,Part of,2
1005,Virginia,1816,1861,Part of,2
1005,Virginia,1861,1865,Part of,1002
1005,Virginia,1865,2022,Part of,2
1006,Tennessee,1816,1861,Part of,2
1006,Tennessee,1861,1865,Part of,1002
1006,Tennessee,1865,2022,Part of,2
1007,Arkansas,1816,1861,Part of,2
1007,Arkansas,1861,1865,Part of,1002
1007,Arkansas,1865,2022,Part of,2
1008,Florida,1816,1819,Part of,1070
1008,Florida,1819,1861,Part of,2
1008,Florida,1861,1865,Part of,1002
1008,Florida,1865,2022,Part of,2
1009,South Carolina (Palmetto Republic),1816,1861,Part of,2
1009,South Carolina (Palmetto Republic),1861,1865,Part of,1002
1009,South Carolina (Palmetto Republic),1865,2022,Part of,2
1010,Georgia (U.S.),1816,1861,Part of,2
1010,Georgia (U.S.),1861,1865,Part of,1002
1010,Georgia (U.S.),1865,2022,Part of,2
1011,Alabama,1816,1821,Part of,1070
1011,Alabama,1821,1861,Part of,2
1011,Alabama,1861,1865,Part of,1002
1011,Alabama,1865,2022,Part of,2
1012,Mississippi,1816,1821,Part of,1070
1012,Mississippi,1821,1861,Part of,2
1012,Mississippi,1861,1865,Part of,1002
1012,Mississippi,1865,2022,Part of,2
1013,Louisiana,1816,1821,Part of,1070
1013,Louisiana,1821,1861,Part of,2
1013,Louisiana,1861,1865,Part of,1002
1013,Louisiana,1865,2022,Part of,2
1014,California (Great Bear Republic),1816,1821,Part of,1070
1014,California (Great Bear Republic),1821,1846,Part of,70
1014,California (Great Bear Republic),1846,2022,Part of,2
1015,Cherokee,1816,2022,Part of,2
1016,Oregon (Oregon Country),1816,1821,Part of,1070
1016,Oregon (Oregon Country),1816,1825,Claimed by,365
1016,Oregon (Oregon Country),1816,1819,Claimed by,230
1016,Oregon (Oregon Country),1818,1848,Claimed by,2
1016,Oregon (Oregon Country),1818,1846,Occupied by,200
1016,Oregon (Oregon Country),1846,1849,Possession of,200
1016,Oregon (Oregon Country),1849,1849,Dissolved into,1027
1016,Oregon (Oregon Country),1849,1849,Dissolved into,1028
1016,Oregon (Oregon Country),1848,2022,Part of,2
1017,Eastern Greenland,1931,1933,Possession of,385
1017,Eastern Greenland,1933,2022,Part of,10
1018,U.S. Leased Bases in Newfoundland,1940,1994,Leased to,2
1018,U.S. Leased Bases in Newfoundland,1994,1994,Dissolved into,21
1019,Rupert's Land,1816,1870,Possession of,200
1019,Rupert's Land,1870,1870,Dissolved into,10201
1019,Rupert's Land,1870,1870,Dissolved into,10204
1020,San Juan Island,1816,1860,Claimed by,2
1020,San Juan Island,1860,1872,Occupied by,2
1020,San Juan Island,1872,2022,Part of,2
1021,Cape Breton I.,1816,1820,Colony of,200
1021,Cape Breton I.,1820,2022,Part of,1022
1022,Nova Scotia,1816,1867,Colony of,200
1022,Nova Scotia,1867,2022,Part of,20
1023,New Brunswick,1816,1867,Colony of,200
1023,New Brunswick,1867,2022,Part of,20
1024,Prince Edward Is.,1816,1873,Colony of,200
1024,Prince Edward Is.,1873,2022,Part of,20
1025,Quebec (Lower Canada),1816,1841,Colony of,200
1025,Quebec (Lower Canada),1841,2022,Part of,20
1026,Ontario (Upper Canada),1816,1841,Colony of,200
1026,Ontario (Upper Canada),1841,2022,Part of,20
1027,British Columbia,1816,1849,Part of,1016
1027,British Columbia,1849,1858,Unknown,
1027,British Columbia,1858,1871,Colony of,200
1027,British Columbia,1871,2022,Part of,20
1028,Vancouver,1816,1849,Discovered,
1028,Vancouver,1849,1866,Colony of,200
1028,Vancouver,1866,2022,Part of,1027
1029,St. Pierre and Miquelon,1816,1816,Occupied by,200
1029,St. Pierre and Miquelon,1816,1985,Colony of,220
1029,St. Pierre and Miquelon,1985,2022,Dependency of,220
1030,U.S. Leased Bases in Bermuda,1940,1995,Leased to,2
1030,U.S. Leased Bases in Bermuda,1995,1995,Dissolved into,30
1031,Mayaguana,1816,1940,Part of,31
1031,Mayaguana,1940,1945,Leased to,2
1031,Mayaguana,1945,2022,Part of,31
1032,Turks and Caicos Is.,1816,1873,Part of,31
1032,Turks and Caicos Is.,1873,1962,Part of,51
1032,Turks and Caicos Is.,1962,1973,Part of,31
1032,Turks and Caicos Is.,1973,2022,Colony of,200
1033,Cayman Is.,1816,1962,Part of,51
1033,Cayman Is.,1962,2022,Colony of,200
1040,Guantanamo,1816,1903,Part of,40
1040,Guantanamo,1903,2022,Leased to,2
1041,North Haiti,1816,1820,Sovereign (unrecognized),
1041,North Haiti,1820,2022,Part of,41
1044,Navassa I.,1816,1857,Discovered,
1044,Navassa I.,1857,1903,Claimed by,2
1044,Navassa I.,1874,2022,Claimed by,41
1044,Navassa I.,1903,2022,Dependency of,2
1048,Trinidad,1816,1889,Colony of,200
1048,Trinidad,1889,2022,Part of,52
1049,Tobago,1816,1833,Colony of,200
1049,Tobago,1833,1889,Part of,1055
1049,Tobago,1889,2022,Part of,52
1051,U.S. Leased Bases in Jamaica,1940,1949,Leased to,2
1051,U.S. Leased Bases in Jamaica,1949,1949,Dissolved into,51
1052,U.S. Leased Bases in Trinidad,1942,1949,Leased to,2
1052,U.S. Leased Bases in Trinidad,1949,1949,Dissolved into,52
1053,Morant Cays,1816,1862,Discovered,
1053,Morant Cays,1862,1882,Colony of,200
1053,Morant Cays,1882,2022,Part of,51
1054,Pedro Bank,1816,1863,Discovered,
1054,Pedro Bank,1863,1882,Colony of,200
1054,Pedro Bank,1882,2022,Part of,51
1055,Windward Is.,1833,1960,Colony of,200
1056,Gros Islet Bay,1816,1940,Part of,56
1056,Gros Islet Bay,1940,1945,Leased to,2
1056,Gros Islet Bay,1945,2022,Part of,56
1058,Barbuda,1816,1860,Possession of,200
1058,Barbuda,1860,2022,Part of,58
1059,U.S. Leased Bases in Antigua,1941,1949,Leased to,2
1059,U.S. Leased Bases in Antigua,1949,1949,Dissolved into,58
1061,British Virgin Is.,1816,1833,Colony of,200
1061,British Virgin Is.,1833,1956,Part of,1063
1061,British Virgin Is.,1956,2022,Colony of,200
1062,Anguilla,1816,1833,Colony of,200
1062,Anguilla,1833,1882,Part of,1063
1062,Anguilla,1882,1969,Part of,60
1062,Anguilla,1969,2022,Colony of,200
1063,Leeward Is.,1833,1956,Colony of,200
1064,St. Barthelemy,1816,1878,Colony of,380
1064,St. Barthelemy,1878,2007,Part of,65
1064,St. Barthelemy,2007,2022,Dependency of,220
1065,Curacao,1816,1816,Occupied by,200
1065,Curacao,1816,1828,Colony of,210
