GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code
369,Ukraine,1918,1920,Sovereign (unrecognized),
369,Ukraine,1920,1941,Part of,365
369,Ukraine,1941,1943,Occupied by,255
369,Ukraine,1943,1991,Part of,365
369,Ukraine,1991,2022,Sovereign,
370,Belarus (Byelorussia),1816,1917,Part of,365
370,Belarus (Byelorussia),1918,1941,Part of,365
370,Belarus (Byelorussia),1941,1943,Occupied by,255
370,Belarus (Byelorussia),1943,1991,Part of,365
370,Belarus (Byelorussia),1991,2022,Sovereign,
371,Armenia,1816,1918,Part of,365
371,Armenia,1918,1920,Sovereign (unrecognized),
371,Armenia,1920,1991,Part of,365
371,Armenia,1991,2022,Sovereign,
372,Georgia,1816,1918,Part of,365
372,Georgia,1918,1920,Sovereign (unrecognized),
372,Georgia,1920,1991,Part of,365
372,Georgia,1991,2022,Sovereign,
373,Azerbaijan,1816,1918,Part of,365
373,Azerbaijan,1918,1920,Sovereign (unrecognized),
373,Azerbaijan,1920,1991,Part of,365
373,Azerbaijan,1991,2022,Sovereign,
374,Transcaucasia,1816,1917,Part of,365
374,Transcaucasia,1918,1920,Part of,371
375,Finland,1816,1917,Part of,365
375,Finland,1917,2022,Sovereign,
376,Chechen-Ingush Republic,1934,1991,Part of,365
376,Chechen-Ingush Republic,1991,1991,Dissolved into,3761
376,Chechen-Ingush Republic,1991,1991,Dissolved into,3762
380,Sweden,1816,2022,Sovereign,
385,Norway,1816,1905,Sovereign (limited),
385,Norway,1905,1940,Sovereign,
385,Norway,1940,1945,Occupied by,255
385,Norway,1945,2022,Sovereign,
390,Denmark,1816,1940,Sovereign,
390,Denmark,1940,1945,Occupied by,255
390,Denmark,1945,2022,Sovereign,
395,Iceland,1816,1918,Colony of,390
395,Iceland,1918,1944,Sovereign (unrecognized),
395,Iceland,1940,1941,Occupied by,200
395,Iceland,1941,1944,Occupied by,2
395,Iceland,1944,2022,Sovereign,
399,European Union (European Economic Community),1958,2022,Informal,
400,Azores (Western Isles),1816,1831,Colony of,235
400,Azores (Western Isles),1831,1976,Part of,235
400,Azores (Western Isles),1976,2022,Dependency of,235
401,Madeira Isles,1816,1834,Colony of,235
401,Madeira Isles,1834,1976,Part of,235
401,Madeira Isles,1976,2022,Dependency of,235
402,Cape Verde,1816,1975,Colony of,235
402,Cape Verde,1975,2022,Sovereign,
403,Sao Tome-Principe,1816,1975,Colony of,235
403,Sao Tome-Principe,1975,2022,Sovereign,
404,Guinea-Bissau (Portuguese Guinea),1816,1852,Part of,4041
404,Guinea-Bissau (Portuguese Guinea),1816,1879,Part of,402
404,Guinea-Bissau (Portuguese Guinea),1879,1974,Colony of,235
404,Guinea-Bissau (Portuguese Guinea),1974,2022,Sovereign,
410,Canary Is.,1816,1821,Colony of,230
410,Canary Is.,1821,2022,Part of,230
411,Equatorial Guinea (Spanish Guinea),1816,1960,Colony of,230
411,Equatorial Guinea (Spanish Guinea),1960,1968,Part of,412
411,Equatorial Guinea (Spanish Guinea),1968,2022,Sovereign,
412,Río Muni,1816,1960,Part of,411
412,Río Muni,1960,1968,Colony of,230
412,Río Muni,1968,2022,Part of,411
413,Fernando Po (Bioko),1816,1829,Colony of,230
413,Fernando Po (Bioko),1829,1843,Leased to,200
413,Fernando Po (Bioko),1843,1960,Part of,411
413,Fernando Po (Bioko),1960,1968,Colony of,230
413,Fernando Po (Bioko),1968,2022,Part of,411
420,Gambia,1816,1821,Colony of,200
420,Gambia,1821,1843,Part of,451
420,Gambia,1843,1866,Colony of,200
420,Gambia,1866,1888,Part of,451
420,Gambia,1888,1965,Colony of,200
420,Gambia,1894,1965,Protectorate of,200
420,Gambia,1965,2022,Sovereign,
430,French West Africa,1895,1958,Colony of,220
431,Mali Federation,1959,1960,Associated state of,220
432,Mali (French Sudan) (Upper Senegal and Niger),1816,1880,Sovereign (unrecognized),
432,Mali (French Sudan) (Upper Senegal and Niger),1880,1895,Colony of,220
432,Mali (French Sudan) (Upper Senegal and Niger),1895,1958,Part of,430
432,Mali (French Sudan) (Upper Senegal and Niger),1959,1960,Part of,431
432,Mali (French Sudan) (Upper Senegal and Niger),1960,2022,Sovereign,
433,Senegal,1816,1817,Colony of,200
433,Senegal,1817,1895,Colony of,220
433,Senegal,1895,1958,Part of,430
433,Senegal,1959,1960,Part of,431
433,Senegal,1960,2022,Sovereign,
434,Benin (Dahomey),1816,1894,Part of,4341
434,Benin (Dahomey),1894,1899,Colony of,220
434,Benin (Dahomey),1899,1958,Part of,430
434,Benin (Dahomey),1958,1960,Associated state of,220
434,Benin (Dahomey),1960,2022,Sovereign,
435,Mauritania,1816,1904,Part of,600
435,Mauritania,1904,1920,Protectorate of,220
435,Mauritania,1920,1958,Part of,430
435,Mauritania,1958,1960,Associated state of,220
435,Mauritania,1960,2022,Sovereign,
436,Niger,1816,1904,Part of,4361
436,Niger,1904,1922,Occupied by,220
436,Niger,1922,1958,Part of,430
436,Niger,1958,1960,Associated state of,220
436,Niger,1960,2022,Sovereign,
437,Ivory Coast,1816,1843,Part of,4371
437,Ivory Coast,1816,1843,Part of,4372
437,Ivory Coast,1816,1843,Part of,4373
437,Ivory Coast,1843,1893,Protectorate of,220
437,Ivory Coast,1893,1904,Colony of,220
437,Ivory Coast,1904,1958,Part of,430
437,Ivory Coast,1958,1960,Associated state of,220
437,Ivory Coast,1960,2022,Sovereign,
438,Guinea (French Guinea) (Rivieres du Sud),1816,1838,Part of,4381
438,Guinea (French Guinea) (Rivieres du Sud),1838,1895,Part of,433
438,Guinea (French Guinea) (Rivieres du Sud),1893,1895,Colony of,220
438,Guinea (French Guinea) (Rivieres du Sud),1895,1958,Part of,430
438,Guinea (French Guinea) (Rivieres du Sud),1958,2022,Sovereign,
439,Burkina Faso (Upper Volta),1816,1895,Part of,4391
439,Burkina Faso (Upper Volta),1870,1895,Part of,4393
439,Burkina Faso (Upper Volta),1896,1904,Protectorate of,220
439,Burkina Faso (Upper Volta),1904,1932,Part of,430
439,Burkina Faso (Upper Volta),1932,1947,Part of,432
439,Burkina Faso (Upper Volta),1932,1947,Part of,436
439,Burkina Faso (Upper Volta),1932,1947,Part of,437
439,Burkina Faso (Upper Volta),1947,1958,Colony of,220
439,Burkina Faso (Upper Volta),1958,1960,Associated state of,220
439,Burkina Faso (Upper Volta),1960,2022,Sovereign,
450,Liberia,1822,1847,Colony of,2
450,Liberia,1847,1920,Sovereign (unrecognized),
450,Liberia,1920,2022,Sovereign,
451,Sierra Leone,1816,1896,Colony of,200
451,Sierra Leone,1896,1961,Protectorate of,200
451,Sierra Leone,1961,2022,Sovereign,
452,Ghana (Gold Coast),1816,1821,Colony of,200
452,Ghana (Gold Coast),1821,1843,Part of,451
452,Ghana (Gold Coast),1843,1866,Colony of,200
452,Ghana (Gold Coast),1866,1874,Part of,451
452,Ghana (Gold Coast),1874,1957,Colony of,200
452,Ghana (Gold Coast),1957,2022,Sovereign,
460,German Togoland,1884,1916,Protectorate of,255
460,German Togoland,1916,1922,Occupied by,200
460,German Togoland,1922,1922,Dissolved into,461
460,German Togoland,1922,1922,Dissolved into,462
461,Togo (French Togoland),1922,1960,Mandated to,220
461,Togo (French Togoland),1960,2022,Sovereign,
462,British Togoland,1922,1956,Mandated to,200
462,British Togoland,1956,1956,Dissolved into,452
470,Kamerun,1884,1916,Colony of,255
470,Kamerun,1916,1922,Occupied by,200
470,Kamerun,1916,1922,Occupied by,220
470,Kamerun,1922,1960,Part of,471
470,Kamerun,1922,1961,Part of,472
471,Cameroun (French Cameroon),1919,1922,Occupied by,220
471,Cameroun (French Cameroon),1922,1960,Mandated to,220
471,Cameroun (French Cameroon),1960,2022,Sovereign,
472,British Cameroons,1919,1922,Occupied by,200
472,British Cameroons,1922,1961,Mandated to,200
472,British Cameroons,1961,1961,Dissolved into,471
475,Nigeria,1914,1960,Colony of,200
475,Nigeria,1960,2022,Sovereign,
480,French Equatorial Africa,1910,1958,Colony of,220
481,Gabon,1816,1839,Discovered,
481,Gabon,1839,1886,Protectorate of,220
481,Gabon,1886,1888,Colony of,220
481,Gabon,1888,1904,Part of,484
481,Gabon,1904,1910,Colony of,220
481,Gabon,1910,1958,Part of,480
481,Gabon,1958,1960,Associated state of,220
481,Gabon,1960,2022,Sovereign,
482,Central African Republic (Ubangi Shari),1889,1891,Claimed by,220
482,Central African Republic (Ubangi Shari),1891,1904,Part of,484
482,Central African Republic (Ubangi Shari),1904,1910,Colony of,220
482,Central African Republic (Ubangi Shari),1910,1958,Part of,480
482,Central African Republic (Ubangi Shari),1958,1960,Associated state of,220
482,Central African Republic (Ubangi Shari),1960,2022,Sovereign,
483,Chad,1816,1900,Sovereign (unrecognized),
483,Chad,1900,1910,Protectorate of,220
483,Chad,1910,1958,Part of,480
483,Chad,1958,1960,Associated state of,220
483,Chad,1960,2022,Sovereign,
484,Congo (Brazzaville) (French Congo) (Middle Congo),1816,1882,Discovered,
484,Congo (Brazzaville) (French Congo) (Middle Congo),1882,1910,Colony of,220
484,Congo (Brazzaville) (French Congo) (Middle Congo),1910,1958,Part of,480
484,Congo (Brazzaville) (French Congo) (Middle Congo),1958,1960,Associated state of,220
484,Congo (Brazzaville) (French Congo) (Middle Congo),1960,2022,Sovereign,
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),1876,1885,Discovered,
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),1885,1908,Possession of,211
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),1908,1960,Colony of,211
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),1960,2022,Sovereign,
500,Uganda,1816,1894,Sovereign (unrecognized),
500,Uganda,1894,1962,Protectorate of,200
500,Uganda,1962,2022,Sovereign,
501,Kenya (British East Africa Protectorate),1816,1887,Discovered,
501,Kenya (British East Africa Protectorate),1887,1895,Leased to,200
501,Kenya (British East Africa Protectorate),1895,1920,Protectorate of,200
501,Kenya (British East Africa Protectorate),1920,1963,Colony of,200
501,Kenya (British East Africa Protectorate),1963,2022,Sovereign,
510,German East Africa,1885,1919,Colony of,255
510,German East Africa,1919,1919,Dissolved into,512
510,German East Africa,1919,1919,Dissolved into,515
510,German East Africa,1919,1919,Dissolved into,5411
511,Zanzibar,1816,1856,Colony of,698
511,Zanzibar,1856,1890,Sovereign (unrecognized),
511,Zanzibar,1890,1963,Protectorate of,200
511,Zanzibar,1963,1964,Sovereign,
511,Zanzibar,1964,2022,Part of,512
512,Tanzania (Tanganyika),1816,1885,Unknown,
512,Tanzania (Tanganyika),1885,1891,Protectorate of,255
512,Tanzania (Tanganyika),1891,1916,Part of,510
512,Tanzania (Tanganyika),1916,1920,Occupied by,200
512,Tanzania (Tanganyika),1920,1961,Mandated to,200
512,Tanzania (Tanganyika),1961,2022,Sovereign,
515,Ruanda-Urundi,1916,1922,Occupied by,211
515,Ruanda-Urundi,1922,1962,Mandated to,211
515,Ruanda-Urundi,1962,1962,Dissolved into,516
515,Ruanda-Urundi,1962,1962,Dissolved into,517
516,Burundi,1816,1890,Sovereign (unrecognized),
516,Burundi,1890,1916,Part of,510
516,Burundi,1916,1962,Part of,515
516,Burundi,1962,2022,Sovereign,
517,Rwanda,1816,1885,Sovereign (unrecognized),
517,Rwanda,1885,1916,Part of,510
517,Rwanda,1916,1962,Part of,515
517,Rwanda,1962,2022,Sovereign,
520,Somalia,1816,1884,Sovereign (unrecognized),
520,Somalia,1884,1960,Part of,521
520,Somalia,1889,1960,Part of,5200
520,Somalia,1960,2022,Sovereign,
521,Somaliland Republic (British Somaliland),1816,1884,Part of,530
521,Somaliland Republic (British Somaliland),1816,1884,Part of,651
521,Somaliland Republic (British Somaliland),1884,1940,Protectorate of,200
521,Somaliland Republic (British Somaliland),1940,1941,Occupied by,325
521,Somaliland Republic (British Somaliland),1941,1960,Colony of,200
521,Somaliland Republic (British Somaliland),1960,1991,Part of,520
521,Somaliland Republic (British Somaliland),1991,2022,Sovereign (unrecognized),
522,Djibouti (Afar and Issas) (French Somaliland),1816,1884,Part of,651
522,Djibouti (Afar and Issas) (French Somaliland),1884,1977,Colony of,220
522,Djibouti (Afar and Issas) (French Somaliland),1977,2022,Sovereign,
530,Ethiopia (Abyssinia),1816,1898,Sovereign (unrecognized),
530,Ethiopia (Abyssinia),1898,1936,Sovereign,
530,Ethiopia (Abyssinia),1936,1941,Part of,5201
530,Ethiopia (Abyssinia),1941,2022,Sovereign,
531,Eritrea,1816,1882,Part of,530
531,Eritrea,1882,1936,Colony of,325
531,Eritrea,1936,1941,Part of,5201
531,Eritrea,1941,1945,Occupied by,200
531,Eritrea,1945,1952,Protectorate of,1
531,Eritrea,1952,1993,Part of,530
531,Eritrea,1993,2022,Sovereign,
540,Angola,1816,1975,Colony of,235
540,Angola,1975,2022,Sovereign,
541,Mozambique (Portuguese East Africa),1816,1975,Colony of,235
541,Mozambique (Portuguese East Africa),1975,2022,Sovereign,
550,Federation of Rhodesia and Nyasaland,1953,1963,Colony of,200
551,Zambia (Northern Rhodesia),1889,1899,Part of,552
551,Zambia (Northern Rhodesia),1899,1911,Part of,5518
551,Zambia (Northern Rhodesia),1911,1953,Protectorate of,200
551,Zambia (Northern Rhodesia),1953,1963,Part of,550
551,Zambia (Northern Rhodesia),1964,2022,Sovereign,
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1889,1923,Protectorate of,200
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1923,1953,Colony of,200
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1953,1963,Part of,550
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1964,1965,Colony of,200
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1979,1980,Colony of,200
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1965,1979,Sovereign (unrecognized),
552,Zimbabwe (Rhodesia) (Southern Rhodesia),1980,2022,Sovereign,
553,Malawi (Nyasaland) (British Central Africa Protectorate),1858,1891,Discovered,
553,Malawi (Nyasaland) (British Central Africa Protectorate),1891,1953,Protectorate of,200
553,Malawi (Nyasaland) (British Central Africa Protectorate),1953,1963,Part of,550
553,Malawi (Nyasaland) (British Central Africa Protectorate),1963,1964,Protectorate of,200
553,Malawi (Nyasaland) (British Central Africa Protectorate),1964,2022,Sovereign,
560,South Africa,1910,1920,Colony of,200
560,South Africa,1920,2022,Sovereign,
561,Cape Colony (Cape of Good Hope),1816,1910,Colony of,200
561,Cape Colony (Cape of Good Hope),1910,2022,Part of,560
562,Natal,1816,1839,Discovered,
562,Natal,1839,1843,Sovereign (unrecognized),
562,Natal,1843,1844,Colony of,200
562,Natal,1844,1856,Part of,561
562,Natal,1856,1910,Colony of,200
562,Natal,1910,2022,Part of,560
563,Transvaal (South African Republic),1852,1877,Sovereign (unrecognized),
563,Transvaal (South African Republic),1877,1881,Colony of,200
563,Transvaal (South African Republic),1881,1884,Protectorate of,200
563,Transvaal (South African Republic),1884,1902,Sovereign (unrecognized),
563,Transvaal (South African Republic),1902,1910,Colony of,200
563,Transvaal (South African Republic),1910,2022,Part of,560
564,Orange Free State (Orange River Colony),1816,1848,Discovered,
564,Orange Free State (Orange River Colony),1848,1854,Colony of,200
564,Orange Free State (Orange River Colony),1854,1902,Sovereign (unrecognized),
564,Orange Free State (Orange River Colony),1902,1910,Colony of,200
564,Orange Free State (Orange River Colony),1910,2022,Part of,560
565,Namibia (South West Africa) (German South West Africa),1816,1885,Discovered,
565,Namibia (South West Africa) (German South West Africa),1885,1915,Colony of,255
565,Namibia (South West Africa) (German South West Africa),1915,1922,Occupied by,560
565,Namibia (South West Africa) (German South West Africa),1922,1966,Mandated to,560
565,Namibia (South West Africa) (German South West Africa),1966,1990,Colony of,560
565,Namibia (South West Africa) (German South West Africa),1990,2022,Sovereign,
566,Transkei,1976,1994,Sovereign (unrecognized),
566,Transkei,1994,2022,Part of,560
567,Bophuthatswana,1977,1994,Sovereign (unrecognized),
567,Bophuthatswana,1994,2022,Part of,560
568,Venda,1979,1994,Sovereign (unrecognized),
568,Venda,1994,2022,Part of,560
569,Ciskei,1910,1981,Part of,561
569,Ciskei,1981,1994,Sovereign (unrecognized),
569,Ciskei,1994,2022,Part of,560
570,Lesotho (Basutoland),1816,1868,Sovereign (unrecognized),
570,Lesotho (Basutoland),1868,1871,Protectorate of,200
570,Lesotho (Basutoland),1871,1884,Part of,561
570,Lesotho (Basutoland),1884,1966,Colony of,200
570,Lesotho (Basutoland),1966,2022,Sovereign,
571,Botswana (Bechuanaland),1816,1885,Discovered,
571,Botswana (Bechuanaland),1885,1966,Protectorate of,200
571,Botswana (Bechuanaland),1966,2022,Sovereign,
572,Eswatini (Swaziland),1816,1894,Sovereign (unrecognized),
572,Eswatini (Swaziland),1894,1902,Colony of,563
572,Eswatini (Swaziland),1902,1968,Protectorate of,200
572,Eswatini (Swaziland),1968,2022,Sovereign,
580,Madagascar (Malagasy Republic),1816,1882,Sovereign (unrecognized),
580,Madagascar (Malagasy Republic),1882,1896,Protectorate of,220
580,Madagascar (Malagasy Republic),1896,1960,Colony of,220
580,Madagascar (Malagasy Republic),1960,2022,Sovereign,
581,Comoros,1886,1892,Protectorate of,220
581,Comoros,1892,1912,Colony of,220
581,Comoros,1912,1946,Part of,580
581,Comoros,1946,1975,Dependency of,220
581,Comoros,1975,2022,Sovereign,
585,Reunion (Bourbon I.),1816,1947,Colony of,220
585,Reunion (Bourbon I.),1947,2022,Part of,220
590,Mauritius,1816,1968,Colony of,200
590,Mauritius,1968,2022,Sovereign,
591,Seychelles,1816,1903,Part of,590
591,Seychelles,1903,1976,Colony of,200
591,Seychelles,1976,2022,Sovereign,
600,Morocco,1816,1847,Sovereign (unrecognized),
600,Morocco,1847,1912,Sovereign,
600,Morocco,1912,1956,Protectorate of,220
600,Morocco,1956,2022,Sovereign,
601,Tangier,1816,1912,Part of,600
601,Tangier,1912,1923,Part of,602
601,Tangier,1923,1940,Sovereign (unrecognized),
601,Tangier,1940,1945,Occupied by,230
601,Tangier,1945,1956,Sovereign (unrecognized),
601,Tangier,1956,2022,Part of,600
602,Spanish Morocco,1912,1946,Protectorate of,230
602,Spanish Morocco,1946,1956,Part of,610
602,Spanish Morocco,1956,1956,Dissolved into,600
605,Ifni,1816,1934,Part of,600
605,Ifni,1934,1952,Colony of,230
605,Ifni,1952,1958,Part of,610
605,Ifni,1958,1969,Colony of,230
605,Ifni,1969,2022,Part of,600
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),1884,1958,Protectorate of,230
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),1946,1958,Part of,610
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),1958,1975,Colony of,230
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),1956,1975,Claimed by,600
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),1976,1979,Occupied by,435
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),1976,2022,Sovereign (unrecognized),
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),1975,2022,Occupied by,600
610,Spanish West Africa,1946,1958,Colony of,230
615,Algeria (Regency of Algiers),1816,1831,Part of,640
615,Algeria (Regency of Algiers),1831,1962,Colony of,220
615,Algeria (Regency of Algiers),1962,2022,Sovereign,
616,Tunisia (Regency of Tunis),1816,1825,Vassal of,640
616,Tunisia (Regency of Tunis),1825,1881,Sovereign,
616,Tunisia (Regency of Tunis),1881,1956,Protectorate of,220
616,Tunisia (Regency of Tunis),1956,2022,Sovereign,
620,Libya,1934,1943,Colony of,325
620,Libya,1943,1951,Occupied by,200
620,Libya,1943,1951,Occupied by,220
620,Libya,1951,2022,Sovereign,
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1816,1821,Part of,6251
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1816,1821,Part of,6252
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1816,1821,Part of,640
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1821,1882,Part of,651
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1882,1885,Occupied by,200
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1885,1899,Sovereign (unrecognized),
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1899,1956,Protectorate of,200
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1899,1956,Protectorate of,651
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),1956,2022,Sovereign,
626,South Sudan,2011,2022,Sovereign,
630,Iran (Persia),1816,1855,Sovereign (unrecognized),
630,Iran (Persia),1855,2022,Sovereign,
630,Iran (Persia),1911,1919,Occupied by,200
630,Iran (Persia),1911,1917,Occupied by,365
630,Iran (Persia),1941,1945,Occupied by,200
640,Turkey (Ottoman Empire),1816,2022,Sovereign,
645,Iraq (Mesopotamia),1816,1917,Part of,640
645,Iraq (Mesopotamia),1917,1921,Occupied by,200
645,Iraq (Mesopotamia),1921,1932,Mandated to,200
645,Iraq (Mesopotamia),1932,2022,Sovereign,
651,Egypt Arab Republic (Egypt),1816,1855,Sovereign (unrecognized),
651,Egypt Arab Republic (Egypt),1855,1882,Sovereign,
