COW_code,COW_name,start_year,end_year,COW_status,sovereign_COW_code,GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code,change in GPH vs. COW
5203,Alula (Mijerteyn),1960,1993,part of,520,,,,,,,not in COW
,,,,,,5204,Obbia,1878,1889,Sovereign (unrecognized),,not in COW
5204,Obbia,1889,1905,protectorate,325,5204,Obbia,1889,1905,Protectorate of,325,
5204,Obbia,1905,1960,part of,5200,5204,Obbia,1905,1960,Part of,5200,
5204,Obbia,1960,1993,part of,520,5204,Obbia,1960,2022,Part of,520,
5205,Somali Coast leased Territory,1816,1889,part of,511,,,,,,,not in GPH
5205,Somali Coast leased Territory,1889,1905,leased,325,5205,Somali Coast Territory,1889,1905,Leased to,325,
5205,Somali Coast leased Territory,1905,1960,part of,5200,5205,Somali Coast Territory,1905,1905,Dissolved into,5200,change in year and status
5205,Somali Coast leased Territory,1960,1993,part of,520,,,,,,,not in GPH
,,,,,,5206,Puntland,1816,1889,Part of,5212,not in COW
,,,,,,5206,Puntland,1889,1905,Protectorate of,325,not in COW
,,,,,,5206,Puntland,1905,1960,Part of,5200,not in COW
,,,,,,5206,Puntland,1960,1998,Part of,520,not in COW
,,,,,,5206,Puntland,1998,2022,Dependency of,520,not in COW
,,,,,,5207,Mogadishu,1816,1871,Part of,5212,not in COW
5207,Mogadishu,1842,1856,part of,698,5207,Mogadishu,1871,1892,Part of,698,change in year
,,,,,,5207,Mogadishu,1892,2022,Part of,5200,not in COW
,,,,,,5208,Merca,1816,1826,Part of,5212,not in COW
5208,Merka,1842,1856,part of,698,5208,Merca,1826,1856,Part of,698,change in year
,,,,,,5208,Merca,1856,1890,Part of,511,not in COW
,,,,,,5208,Merca,1890,2022,Part of,5200,
,,,,,,5209,Barawa,1816,1822,Occupied by,235,not in COW
5209,Brava,1842,1856,part of,698,5209,Barawa,1822,1856,Part of,698,change in name and year
,,,,,,5209,Barawa,1856,1889,Part of,511,not in COW
,,,,,,5209,Barawa,1889,2022,Part of,5200,not in COW
,,,,,,5211,Warsheikh,1816,1842,Part of,5212,not in COW
5211,Warsheikh,1842,1856,part of,698,5211,Warsheikh,1842,1856,Part of,511,change in sovereign code
,,,,,,5211,Warsheikh,1856,1900,Part of,5212,not in COW
,,,,,,5211,Warsheikh,1900,2022,Part of,5200,not in COW
,,,,,,5212,Geledi,1816,1908,Sovereign (unrecognized),,not in COW
,,,,,,5212,Geledi,1908,1910,Part of,5200,not in COW
,,,,,,5221,Tadjoura,1816,1840,Part of,5332,not in COW
,,,,,,5221,Tadjoura,1840,1884,Occupied by,200,not in COW
5221,Tadjoura,1881,1993,part of,522,5221,Tadjoura,1884,2022,Part of,522,change in year
5222,Obock,1816,1862,part of,5221,5222,Obock,1816,1862,Part of,651,change in sovereign code
5222,Obock,1862,1884,possession,220,5222,Obock,1862,1884,Possession of,220,
5222,Obock,1884,1993,part of,522,5222,Obock,1884,2022,Part of,522,
,,,,,,5301,Amhara,1816,1855,Part of,530,not in COW
5301,Amhara,1855,1993,part of,530,5301,Amhara,1855,2022,Part of,530,
,,,,,,5302,Gondar,1816,1855,Part of,530,not in COW
5302,Gondar,1855,1993,part of,530,5302,Gondar,1855,2022,Part of,530,
,,,,,,5303,Shewa,1816,1855,Sovereign (unrecognized),,not in COW
5303,Shoa,1855,1993,part of,530,5303,Shewa,1855,2022,Part of,530,change in name
,,,,,,5304,Tigray,1816,1855,Part of,530,not in COW
5304,Tigre,1855,1993,part of,530,5304,Tigray,1855,2022,Part of,530,change in name
,,,,,,5305,Gojjam,1816,1855,Part of,530,not in COW
5305,Gojjam,1855,1993,part of,530,5305,Gojjam,1855,2022,Part of,530,
,,,,,,5306,Harar,1816,1875,Vassal of,640,not in COW
5306,Harar,1875,1884,protectorate,651,5306,Harar,1875,1884,Protectorate of,651,
,,,,,,5306,Harar,1882,1884,Occupied by,200,not in COW
,,,,,,5306,Harar,1884,1887,Part of,530,not in COW
5306,Harar,1887,1993,part of,530,5306,Harar,1887,1887,Dissolved into,530,change in year and status
,,,,,,5307,"Jijega, Reserve Areas and Haud",1816,1887,Vassal of,5306,not in COW
5307,Jijega Reserve Areas and Haud,1887,1942,part of,530,5307,"Jijega, Reserve Areas and Haud",1887,1942,Part of,530,
5307,Jijega Reserve Areas and Haud,1942,1954,occupied,200,5307,"Jijega, Reserve Areas and Haud",1942,1954,Occupied by,200,
5307,Jijega Reserve Areas and Haud,1954,1993,part of,530,5307,"Jijega, Reserve Areas and Haud",1954,2022,Part of,530,
,,,,,,5309,Kaffa,1816,1897,Sovereign (unrecognized),,not in COW
5309,Kaffa,1885,1991,part of,530,5309,Kaffa,1897,2022,Part of,530,change in year
,,,,,,5321,Limmu-Ennarea,1816,1891,Sovereign (unrecognized),,not in COW
5321,Enarya (Limmu),1885,1993,part of,530,5321,Limmu-Ennarea,1891,2022,Part of,530,change in name and year
,,,,,,5322,Jimma-Kakka (Jimma Abba Jifar),1830,1884,Sovereign (unrecognized),,not in COW
5322,Jimma-Kakka(Jimma Abba Jifar),1885,1993,part of,530,5322,Jimma-Kakka (Jimma Abba Jifar),1884,1932,Vassal of,530,change in year and status
,,,,,,5322,Jimma-Kakka (Jimma Abba Jifar),1932,2022,Part of,530,not in COW
,,,,,,5323,Gera,1816,1835,Unknown,,not in COW
,,,,,,5323,Gera,1835,1887,Sovereign (unrecognized),,not in COW
5323,Gera,1885,1993,part of,530,5323,Gera,1887,2022,Part of,530,change in year
,,,,,,5324,Gomma,1816,1886,Sovereign (unrecognized),,not in COW
5324,Goma,1885,1993,part of,530,5324,Gomma,1886,2022,Part of,530,change in name
,,,,,,5325,Guma,1816,1885,Unknown,,not in COW
5325,Guma,1885,1993,part of,530,5325,Guma,1885,2022,Part of,530,
,,,,,,5331,Assab,1816,1869,Unknown,,not in COW
5331,Assab,1869,1882,possession,325,5331,Assab,1869,1882,Possession of,325,
5331,Assab,1882,1936,part of,531,5331,Assab,1882,1936,Part of,531,
,,,,,,5332,Awsa Sultanate,1816,1936,Sovereign (unrecognized),,not in COW
,,,,,,5332,Awsa Sultanate,1936,1945,Part of,5201,not in COW
5332,Awsa Sultanate,1885,1993,part of,530,5332,Awsa Sultanate,1945,2022,Part of,530,change in year
,,,,,,5401,Chokwe,1816,1917,Unknown,,not in COW
5401,Chokwe,1917,1993,part of,540,5401,Chokwe,1917,2022,Part of,540,
,,,,,,5402,Ovimbundu,1816,1903,Unknown,,not in COW
5402,Ovimbundu,1903,1993,part of,540,5402,Ovimbundu,1903,2022,Part of,540,
,,,,,,5403,Cabinda (Portuguese Congo),1816,1885,Occupied by,235,not in COW
,,,,,,5403,Cabinda (Portuguese Congo),1827,1830,Colony of,140,not in COW
,,,,,,5403,Cabinda (Portuguese Congo),1885,1975,Protectorate of,235,not in COW
,,,,,,5403,Cabinda (Portuguese Congo),1975,2022,Part of,540,not in COW
,,,,,,5411,Kionga,1816,1885,Unknown,,not in COW
,,,,,,5411,Kionga,1885,1891,Possession of,235,not in COW
5411,Kionga,1891,1916,part of,510,5411,Kionga,1891,1916,Part of,510,
5411,Kionga,1916,1919,occupied,235,5411,Kionga,1916,1920,Occupied by,235,
5411,Kionga,1919,1993,part of,541,5411,Kionga,1920,2022,Part of,541,
,,,,,,5511,Citimukulu Bemba,1816,1900,Sovereign (unrecognized),,not in COW
5511,Citimukulu Bemba,1900,1911,part of,5518,5511,Citimukulu Bemba,1900,1911,Part of,5518,
,,,,,,5511,Citimukulu Bemba,1911,2022,Part of,551,not in COW
,,,,,,5512,Mwamba Bemba,1816,1900,Sovereign (unrecognized),,not in COW
5512,Mwamba Bemba,1900,1911,part of,5518,5512,Mwamba Bemba,1900,1911,Part of,5518,
,,,,,,5512,Mwamba Bemba,1911,2022,Part of,551,not in COW
,,,,,,5513,Barotseland (Lozi),1816,1845,Sovereign (unrecognized),,not in COW
5513,Barotse,1838,1863,part of,5514,5513,Barotseland (Lozi),1845,1875,Part of,570,"change in name, year and sovereign code"
5513,Barotse,1898,1899,part of,552,5513,Barotseland (Lozi),1875,1899,Sovereign (unrecognized),,not in COW
5513,Barotse,1899,1911,part of,5519,5513,Barotseland (Lozi),1899,1911,Part of,5519,
,,,,,,5513,Barotseland (Lozi),1911,2022,Part of,551,not in COW
,,,,,,5515,Maseko Ngoni,1816,1899,Unknown,,not in COW
5515,Maseko Ngoni,1899,1993,part of,541,5515,Maseko Ngoni,1899,2022,Part of,541,
,,,,,,5516,Shangane (Gaza Empire),1824,1895,Sovereign (unrecognized),,not in COW
5516,Shangane (Gaza Empire),1900,1993,part of,541,5516,Shangane (Gaza Empire),1895,2022,Part of,541,change in year
,,,,,,5517,Kazembe,1816,1899,Sovereign (unrecognized),,not in COW
5517,Kazembe,1899,1911,part of,5518,5517,Kazembe,1899,1911,Part of,5518,
,,,,,,5517,Kazembe,1911,2022,Part of,551,not in COW
5518,Northeastern Rhodesia,1889,1899,part of,552,,,,,,,not in GPH
5518,Northeastern Rhodesia,1899,1911,colony,200,5518,Northeastern Rhodesia,1900,1911,Protectorate of,200,change in year and status
5518,Northeastern Rhodesia,1911,1953,part of,551,5518,Northeastern Rhodesia,1911,1911,Dissolved into,551,change in year and status
5518,Northeastern Rhodesia,1953,1964,part of,550,,,,,,,not in GPH
5518,Northeastern Rhodesia,1964,1993,part of,551,,,,,,,not in GPH
5519,Northwestern Rhodesia,1889,1899,part of,552,5519,Barotseland_North_Western Rhodesia (Northwestern Rhodesia),1891,1899,Possession of,200,"change in name, year, status and sovereign code"
5519,Northwestern Rhodesia,1899,1911,colony,200,5519,Barotseland_North_Western Rhodesia (Northwestern Rhodesia),1899,1911,Protectorate of,200,change in name and status
5519,Northwestern Rhodesia,1911,1953,part of,551,5519,Barotseland_North_Western Rhodesia (Northwestern Rhodesia),1911,1911,Dissolved into,551,"change in name, year and status"
5519,Northwestern Rhodesia,1953,1964,part of,550,,,,,,,not in GPH
5519,Northwestern Rhodesia,1964,1993,part of,551,,,,,,,not in GPH
,,,,,,5521,Rozwi,1816,1838,Sovereign (unrecognized),,not in COW
5521,Rozwi,1830,1898,part of,5531,5521,Rozwi,1838,1838,Part of,5522,change in year and sovereign code
,,,,,,5522,Ndebele (Matabeleland),1838,1890,Sovereign (unrecognized),,not in COW
,,,,,,5522,Ndebele (Matabeleland),1890,1923,Colony of,200,not in COW
5522,Ndebele,1893,1993,part of,552,5522,Ndebele (Matabeleland),1923,2022,Part of,552,change in name and year
,,,,,,5523,Mashona,1816,1890,Part of,552,not in COW
5523,Mashona,1838,1870,part of,5522,,,,,,,not in GPH
,,,,,,5523,Mashona,1890,1923,Colony of,200,not in COW
5523,Mashona,1890,1993,part of,552,5523,Mashona,1923,2022,Part of,552,change in year
,,,,,,5524,Mbelwa Ngoni,1816,1821,Unknown,,not in COW
5524,Mbelwa Ngoni,1821,1848,part of,5531,5524,Mbelwa Ngoni,1821,1848,Part of,5531,
5525,Mpezeni Ngoni,1821,1848,part of,5531,5525,Mpezeni Ngoni,1821,1848,Part of,5531,
,,,,,,5525,Mpezeni Ngoni,1848,1898,Unknown,,not in COW
5525,Mpezeni Ngoni,1898,1993,part of,553,5525,Mpezeni Ngoni,1898,2022,Part of,553,
,,,,,,5526,Kamanga,1816,1823,Unknown,,not in COW
5526,Kamanga,1823,1898,part of,5524,5526,Kamanga,1823,1898,Part of,5524,
5526,Kamanga,1898,1993,part of,553,5526,Kamanga,1898,2022,Part of,553,
,,,,,,5531,Zwangendaba Ngoni,1816,1848,Unknown,,not in COW
5531,Zwangendaba Ngoni,1848,1898,part of,5524,5531,Zwangendaba Ngoni,1848,1898,Part of,5524,
5531,Zwangendaba Ngoni,1848,1860,part of,5106,5531,Zwangendaba Ngoni,1848,1860,Part of,5106,
,,,,,,5532,Ciwere (Chewa),1816,1821,Unknown,,not in COW
5532,Ciwere (Chewa),1821,1848,part of,5531,5532,Ciwere (Chewa),1821,1848,Part of,5531,
5532,Ciwere (Chewa),1891,1993,part of,553,5532,Ciwere (Chewa),1891,2022,Part of,553,
,,,,,,5601,Zulu,1816,1887,Discovered,,not in COW
5601,Zulu,1880,1883,part of,5630,5601,Zulu,1887,1910,Part of,562,change in year and sovereign code
5601,Zulu,1887,1910,part of,5630,5601,Zulu,1910,2022,Part of,560,change in year and sovereign code
5602,Ndandwe,1818,1910,part of,5601,5602,Ndandwe,1818,1910,Part of,5601,
5603,Mtetwa,1818,1910,part of,5601,5603,Mtetwa,1818,1910,Part of,5601,
5606,Prince Edward and Marion Is.,1816,1919,possession,200,5606,Prince Edward and Marion Is.,1816,1919,Possession of,200,
5606,Prince Edward and Marion Is.,1919,1991,possession,560,5606,Prince Edward and Marion Is.,1919,2022,Possession of,560,
,,,,,,5611,"Griqualand, West",1816,1871,Sovereign (unrecognized),,not in COW
5611,"Griqualand, West",1871,1880,colony,200,5611,"Griqualand, West",1871,1880,Colony of,200,
5611,"Griqualand, West",1880,1910,part of,561,5611,"Griqualand, West",1880,1910,Part of,561,
5611,"Griqualand, West",1910,1993,part of,560,5611,"Griqualand, West",1910,2022,Part of,560,
5612,British Bechuanaland,1885,1895,colony,200,5612,British Bechuanaland,1885,1895,Colony of,200,
5612,British Bechuanaland,1895,1910,part of,561,5612,British Bechuanaland,1895,1910,Part of,561,
5612,British Bechuanaland,1910,1993,part of,560,5612,British Bechuanaland,1910,2022,Part of,560,
,,,,,,5613,Stellaland and Goshen,1816,1882,Part of,561,not in COW
,,,,,,5613,Stellaland and Goshen,1816,1882,Part of,571,not in COW
5613,Goshen,1883,1885,part of,5605,5613,Stellaland and Goshen,1882,1885,Sovereign (unrecognized),,change in name and status
5613,Goshen,1885,1895,part of,5612,5613,Stellaland and Goshen,1885,1885,Dissolved into,5612,"change in name, year and status"
5613,Goshen,1895,1910,part of,561,,,,,,,not in GPH
5613,Goshen,1910,1993,part of,560,,,,,,,not in GPH
,,,,,,5614,British Kaffraria,1816,1835,Discovered,,not in COW
,,,,,,5614,British Kaffraria,1835,1836,Part of,561,not in COW
,,,,,,5614,British Kaffraria,1836,1847,Colony of,200,not in COW
,,,,,,5614,British Kaffraria,1847,1860,Part of,561,not in COW
5614,British Kaffraria,1847,1866,colony,200,5614,British Kaffraria,1860,1866,Colony of,200,change in year
5614,British Kaffraria,1866,1910,part of,561,5614,British Kaffraria,1866,1910,Part of,561,
5614,British Kaffraria,1910,1993,part of,560,5614,British Kaffraria,1910,1910,Dissolved into,569,"change in year, status and sovereign code"
,,,,,,5615,Lydenburg Republic,1856,1860,Sovereign (unrecognized),,not in COW
5615,Lydenburg Republic,1860,1877,part of,563,5615,Lydenburg Republic,1860,1910,Part of,563,change in year
,,,,,,5615,Lydenburg Republic,1910,2022,Part of,560,not in COW
,,,,,,5618,Zoutpansberg,1845,1864,Sovereign (unrecognized),,not in COW
5618,Zoutpansberg,1858,1877,part of,563,5618,Zoutpansberg,1864,1910,Part of,563,change in year
,,,,,,5618,Zoutpansberg,1910,2022,Part of,560,not in COW
,,,,,,5621,Zululand,1816,1887,Sovereign (unrecognized),,not in COW
5621,Zululand,1887,1897,colony,200,5621,Zululand,1887,1897,Protectorate of,200,change in status
5621,Zululand,1887,1910,part of,562,5621,Zululand,1897,1897,Dissolved into,562,change in year and status
5621,Zululand,1910,1993,part of,560,,,,,,,not in GPH
,,,,,,5622,New Republic,1884,1888,Sovereign (unrecognized),,not in COW
5622,New Republic,1888,1910,part of,562,5622,New Republic,1888,1903,Part of,563,change in year and sovereign code
5622,New Republic,1910,1993,part of,560,5622,New Republic,1903,1903,Dissolved into,562,"change in year, status and sovereign code"
,,,,,,5641,"Griqualand, East",1816,1869,Part of,5611,not in COW
,,,,,,5641,"Griqualand, East",1869,1874,Sovereign (unrecognized),,not in COW
,,,,,,5641,"Griqualand, East",1874,1879,Colony of,200,not in COW
5641,"Griqualand, East",1874,1900,part of,561,5641,"Griqualand, East",1879,1910,Part of,561,change in year
,,,,,,5642,Winburg Republic (Natalia Republic),1839,1843,Sovereign (unrecognized),,not in COW
5642,Winburg Republic,1848,1910,part of,564,5642,Winburg Republic (Natalia Republic),1843,1843,Dissolved into,564,"change in name, year and status"
,,,,,,5651,Walvis Bay,1816,1878,Discovered,,not in COW
5651,Walvis Bay,1878,1884,possession,200,5651,Walvis Bay,1878,1884,Possession of,200,
5651,Walvis Bay,1884,1910,part of,561,5651,Walvis Bay,1884,1910,Part of,561,
5651,Walvis Bay,1910,1922,part of,560,5651,Walvis Bay,1910,1922,Part of,560,
5651,Walvis Bay,1922,1977,part of,565,5651,Walvis Bay,1922,1977,Part of,565,
5651,Walvis Bay,1977,1993,part of,560,5651,Walvis Bay,1977,2022,Part of,560,
,,,,,,5711,Bamangwato,1816,1895,Unknown,,not in COW
5711,Bamangwato,1895,1993,part of,571,5711,Bamangwato,1895,2022,Part of,571,
,,,,,,5796,Ambohimanga (Merina),1816,1896,Sovereign (unrecognized),,not in COW
5796,Ambohimanga (Merina),1896,1960,colony,220,5796,Ambohimanga (Merina),1896,1896,Part of,580,
,,,,,,5797,Menabe,1816,1834,Sovereign (unrecognized),,not in COW
5797,Menabe,1821,1993,part of,5796,5797,Menabe,1834,2022,Part of,5796,change in year
5798,Antemoro,1823,1993,part of,5796,5798,Antaimoro,1823,2022,Part of,5796,
,,,,,,5799,Boina,1816,1840,Sovereign (unrecognized),,not in COW
5799,Boina,1824,1993,part of,5796,5799,Boina,1840,1840,Dissolved into,5796,change in year and status
,,,,,,5801,Nossi Be,1816,1840,Discovered,,not in COW
5801,Nossi Be,1840,1896,colony,220,5801,Nossi Be,1840,1896,Colony of,220,
5801,Nossi Be,1896,1993,part of,580,5801,Nossi Be,1896,2022,Part of,580,
,,,,,,5802,Diego Suarez,1816,1885,Discovered,,not in COW
5802,Diego Suarez,1885,1896,colony,220,5802,Diego Suarez,1885,1896,Colony of,220,
5802,Diego Suarez,1896,1993,part of,580,5802,Diego Suarez,1896,2022,Part of,580,
,,,,,,5803,St. Marie de Madagascar,1816,1820,Occupied by,220,not in COW
5803,St. Marie de Madagascar,1819,1896,possession,220,5803,St. Marie de Madagascar,1819,1896,Possession of,220,
5803,St. Marie de Madagascar,1819,1843,part of,585,5803,St. Marie de Madagascar,1819,1843,Part of,585,
5803,St. Marie de Madagascar,1843,1853,part of,5812,5803,St. Marie de Madagascar,1843,1853,Part of,5812,
5803,St. Marie de Madagascar,1853,1878,colony,220,5803,St. Marie de Madagascar,1853,1878,Colony of,220,
5803,St. Marie de Madagascar,1878,1896,part of,585,5803,St. Marie de Madagascar,1878,1896,Part of,585,
5803,St. Marie de Madagascar,1896,1993,part of,580,5803,St. Marie de Madagascar,1896,2022,Part of,580,
5804,Tromelin I.,-195,1954,part of,591,5804,Tromelin I.,1816,1954,Part of,591,change in year
5804,Tromelin I.,1954,1993,possession,220,5804,Tromelin I.,1954,2022,Possession of,220,
,,,,,,5804,Tromelin I.,1959,2022,Claimed by,590,not in COW
,,,,,,5805,Bassas Da India I.,1816,1897,Discovered,,not in COW
5805,Bassas Da India I.,-199,1993,possession,220,5805,Bassas Da India I.,1897,2022,Possession of,220,change in year
,,,,,,5805,Bassas Da India I.,1972,2022,Claimed by,580,not in COW
,,,,,,5806,Europa I.,1816,1897,Discovered,,not in COW
5806,Europa I.,-199,1993,possession,220,5806,Europa I.,1897,2022,Possession of,220,change in year
,,,,,,5807,Juan de Nova I.,1816,1897,Discovered,,not in COW
5807,Juan de Nova I.,-199,1993,possession,220,5807,Juan de Nova I.,1897,2022,Possession of,220,change in year
,,,,,,5808,Glorioso I.,1816,1892,Discovered,,not in COW
5808,Glorioso I.,-199,1993,possession,220,5808,Glorioso I.,1892,2022,Possession of,220,change in year
,,,,,,5808,Glorioso I.,1972,2022,Claimed by,580,not in COW
,,,,,,5808,Glorioso I.,1975,2022,Claimed by,581,not in COW
5809,Fort Dauphin,1816,1825,possession,220,5809,Fort Dauphin,1816,1825,Possession of,220,
5809,Fort Dauphin,1825,1993,part of,580,5809,Fort Dauphin,1825,2022,Part of,580,
,,,,,,5811,Grand Comoro,1816,1886,Sovereign (unrecognized),,not in COW
5811,Grand Comoro,1886,1914,colony,220,5811,Grand Comoro,1886,1975,Part of,581,change in year and sovereign code
5811,Grand Comoro,1914,1947,part of,580,,,,,,,not in GPH
5811,Grand Comoro,1947,1993,part of,581,5811,Grand Comoro,1975,2022,Part of,581,change in year
,,,,,,5812,Mayotte,1816,1832,Sovereign (unrecognized),,not in COW
,,,,,,5812,Mayotte,1832,1841,Possession of,580,not in COW
,,,,,,5812,Mayotte,1832,1841,Possession of,5813,not in COW
,,,,,,5812,Mayotte,1832,1841,Possession of,5814,not in COW
5812,Mayotte,1843,1914,colony,220,5812,Mayotte,1841,1848,Possession of,220,change in year and status
,,,,,,5812,Mayotte,1848,1886,Part of,220,not in COW
5812,Mayotte,1914,1947,part of,580,,,,,,,not in GPH
5812,Mayotte,1947,1974,part of,581,5812,Mayotte,1886,1975,Part of,581,change in year
5812,Mayotte,1974,1993,colony,220,5812,Mayotte,1975,2011,Dependency of,220,change in year and status
,,,,,,5812,Mayotte,2011,2022,Part of,220,not in COW
,,,,,,5812,Mayotte,1974,2022,Claimed by,581,not in COW
,,,,,,5813,Anjouan,1816,1886,Sovereign (unrecognized),,not in COW
5813,Anjouan,1886,1914,colony,220,5813,Anjouan,1886,1912,Protectorate of,220,change in year and status
,,,,,,5813,Anjouan,1912,1947,Colony of,220,not in COW
5813,Anjouan,1947,1993,part of,581,5813,Anjouan,1947,1997,Part of,581,
,,,,,,5813,Anjouan,1997,1998,Sovereign (unrecognized),,not in COW
,,,,,,5813,Anjouan,1998,2022,Part of,581,
,,,,,,5814,Moheli,1816,1830,Part of,5813,not in COW
,,,,,,5814,Moheli,1830,1886,Sovereign (unrecognized),,not in COW
5814,Moheli,1886,1914,colony,220,5814,Moheli,1886,1909,Protectorate of,220,change in year and status
,,,,,,5814,Moheli,1909,1914,Colony of,220,
5814,Moheli,1914,1947,part of,580,5814,Moheli,1914,1947,Part of,580,
5814,Moheli,1947,1993,part of,581,5814,Moheli,1947,1997,Part of,581,
,,,,,,5814,Moheli,1997,1998,Sovereign (unrecognized),,not in COW
,,,,,,5814,Moheli,1998,2022,Part of,581,
,,,,,,5815,Andruna,1816,1852,Unknown,,not in COW
5815,Andruna,1852,1914,part of,5812,5815,Andruna,1852,1914,Part of,5812,
5901,Rodrigues I.,1816,1993,possession,590,5901,Rodrigues I.,1816,2002,Possession of,590,
,,,,,,5901,Rodrigues I.,2002,2022,Dependency of,590,not in COW
5902,Agalega Is.,1816,1993,possession,590,5902,Agalega Is.,1816,2022,Possession of,590,
,,,,,,5903,Cargados Carajos Shoals,1816,1820,Colony of,200,not in COW
5903,Cargados Carajos Shoals,1816,1993,possession,590,5903,Cargados Carajos Shoals,1820,2022,Possession of,590,change in year
5920,British Indian Ocean Territory,1816,1965,part of,590,5920,British Indian Ocean Territory (Chagos Archipelago),1816,1965,Part of,590,
